O*NET-SOC Code,Title,oral_comprehension,oral_expression,fluency_of_ideas,originality,problem_sensitivity,deductive_reasoning,information_ordering,mathematical_reasoning,perceptual_speed,visualization,selective_attention,time_sharing,arm_hand_steadiness,finger_dexterity,multilimb_coordination,response_orientation,rate_control,reaction_time,wrist_finger_speed,speed_of_limb_movement,stamina,extent_flexibility,dynamic_flexibility,sound_localization,speech_clarity,label_ML,probability_ML
37-2021.00,Pest Control Workers,3.62,3.62,2.75,2.75,3,3,3,2.25,3,2.88,2.88,2.88,2.88,2.75,2.75,2.5,2.12,2.25,1.88,1.75,2.25,3.25,0.25,1.88,3.12,NA,
37-3012.00,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",3.25,3,2.25,2.12,2.88,3,3,2,2.25,2.38,2.62,2.25,2.62,3,3,2,2.5,2.5,1.62,1.75,2.12,2.38,0.25,1.25,2.88,NA,
17-2171.00,Petroleum Engineers,4.12,4.62,4,3.88,4,4,4,3.88,3,3.25,3,2.88,0,1.5,0.62,0,0,0.25,0.25,0,0,0,0,0,3.25,NA,
51-8093.00,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",3.75,3.62,2.5,2.38,3.62,3.75,3.75,2.88,4,3,3.62,3,3,2.88,2.88,2.62,2.88,3.62,2.38,1.62,2,3,0,1.88,3,NA,
29-1051.00,Pharmacists,5,4.88,3.12,3,4.62,4.25,4.12,3.38,3.12,2.5,3,3,2.88,3,2,0.12,0.25,0.25,0.88,0.25,1.12,1.75,0.12,0,3.75,0,
31-9095.00,Pharmacy Aides,4,3.5,1.75,1.5,3,3,2.75,2.25,2.62,2.12,2.25,2.12,2.25,2.88,2.12,1,0.5,0.62,0.88,0.25,1.38,2.38,0.38,0,3,NA,
29-2052.00,Pharmacy Technicians,4,4,2.12,2,3,3.25,3.25,2.75,3.12,2.12,3,2.88,3,3,2,0.5,0.12,0.5,1.38,1.12,2,2.25,0,0,3,NA,
25-1126.00,"Philosophy and Religion Teachers, Postsecondary",5,5.12,3.25,3.25,3.25,4.12,3.25,2.12,2.25,1.75,2.5,2,0,0.62,0,0,0,0,0.25,0,0,0,0,0,5,NA,
31-9097.00,Phlebotomists,4,4,2.25,2.12,3.12,3.25,3.25,2,3,2.62,3,2.12,3.88,3.38,2.12,1,1,1.5,0.75,1,1.75,2.25,0.12,0,3,NA,
27-4021.00,Photographers,4,4,3.75,3.88,3.5,3.75,3,1.88,2.75,4,3,2.88,3,2.88,2.75,1.88,2.25,2.5,1.38,0.25,0.75,1.88,0,0.12,3.25,NA,
51-9151.00,Photographic Process Workers and Processing Machine Operators,3.38,3.12,2.62,2.75,3.12,3.12,3.12,2.25,3,3,3.12,2.88,2.88,2.88,2.5,1.25,2,2.5,1.75,0.12,2,2.75,0.25,0,3,NA,
17-2199.07,Photonics Engineers,4.88,4.88,4.25,4.62,4.12,5.12,4.38,4.88,3.12,4.12,3,2.25,3,3,1.12,1.12,0.75,1,0.75,0,0,0.12,0,0,3.62,NA,
17-3029.08,Photonics Technicians,3.75,3.5,3,2.88,3.5,3.38,3.38,3.25,3,3.12,3.12,2.62,3.38,3.88,2.62,2.38,2.12,2.75,2.25,0.25,0,0.62,0.25,0,3.12,NA,
29-1229.04,Physical Medicine and Rehabilitation Physicians,5.12,4.75,3.88,3.88,5,4.62,4.38,3,2.88,3.62,3,2.5,2.88,2.75,2.38,1.62,1,1.38,1.38,0.38,1.38,1.62,0,0,3.75,NA,
31-2022.00,Physical Therapist Aides,3.75,3.12,2.12,2.12,3,2.88,3,1.75,2.38,2.75,2.88,2.25,2.62,2.5,2.62,1.25,0.5,0.88,1.62,1.12,2.25,2.75,0.38,0,3.12,NA,
31-2021.00,Physical Therapist Assistants,4,4.12,3.12,2.88,3.88,3.62,3.12,2.12,3,3,3,2.75,3,2.88,2.88,0.88,1,1,1.25,1.38,2.62,2.88,0,0,3.5,NA,
29-1123.00,Physical Therapists,4.25,4.62,3.12,3.12,4.12,4.12,3.88,2.75,2.88,3,2.88,2.88,3,3,3,0.75,1.12,1.12,1.88,1.5,2.12,2.88,0,0,3.62,NA,
29-1071.00,Physician Assistants,5,4.62,3.25,3,4.75,4.38,4,3,3,2.88,3,2.75,3,3,2.12,0.62,0,1,0.38,0.88,1.88,2,0,0,3.5,NA,
29-1222.00,"Physicians, Pathologists",5.38,5.25,3.5,3.5,5.75,5.12,4.12,3.12,3.12,3,3.12,2.75,3.25,3.38,1.88,0,0.5,0.5,0.38,0,0,0.25,0,0,4.12,NA,
19-2012.00,Physicists,5.88,5.75,5.12,5.25,4.88,5.5,5,5.88,3.25,4.25,4,2.88,0,2,0,0,0,0,0.25,0,0,0,0,0,5,0,
25-1054.00,"Physics Teachers, Postsecondary",5.75,5.62,3.75,3.5,3.62,4.38,3.88,4,2.12,2.38,2.75,2.12,1.5,1.88,0,0,0.5,0.5,0.62,0,0,0.25,0,0,4.88,NA,
47-2072.00,Pile Driver Operators,3.12,2.88,2,1.88,3,2.88,2.75,1.25,2.88,3.25,3.12,2.88,2.88,2.88,4,3.75,3.38,4,2.25,2,2.12,2.75,0.25,1.75,2.62,NA,
47-2151.00,Pipelayers,3.5,3.12,2,2,3,2.88,3,2,2.88,3,3,2.12,3.12,3,3,2.12,2.62,3.12,1.38,1.62,2.75,3.25,0.38,1.5,2.88,NA,
47-2161.00,Plasterers and Stucco Masons,2.75,3.12,2.12,2.12,2.75,2.75,2.88,1.88,2.5,3,2.88,2,3,3,3.12,1.88,2.62,2.88,2.25,2.38,3,3.62,0.62,1.38,2.25,NA,
51-4193.00,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",3.75,3.12,2.25,2.25,3,3,3,1.38,3,2.5,3,2.12,3.12,3,3.38,2,2.12,2.62,1.38,1.38,2.25,2.5,0.12,0.75,2.75,NA,
47-2152.00,"Plumbers, Pipefitters, and Steamfitters",3.25,3.38,2.62,2.62,3.5,3.38,3.38,2.25,3.12,3.75,2.75,2.5,3.12,3.12,3,2.5,2.25,2.62,2.62,0.88,2.5,3.38,1.12,1.88,2.62,0,
29-1081.00,Podiatrists,5.12,5.12,3.5,3.38,5.38,4.75,3.88,2.88,3,3.5,3,2.62,3.12,3.12,2.5,1.25,0.88,1.38,1.62,0,0.5,1.12,0,0,4,NA,
27-3043.05,"Poets, Lyricists and Creative Writers",4,4.12,4.25,4.75,3.5,3.75,3.62,0.88,2,3,3,1.12,1.88,2.62,0,0,0,0,1.25,0,0,0,0,0,3.75,NA,
33-3051.00,Police and Sheriff's Patrol Officers,4,4.12,3,2.75,4.25,4.12,3.62,1.88,3.25,2.62,3.25,3.25,3.12,2.38,3,3.5,3.38,3.62,2.5,2.88,3,2.88,0.75,2.62,3.5,NA,
33-3021.02,Police Identification and Records Officers,4,4.12,3.12,2.88,3.5,4,3.88,2.75,3.12,2.88,3.12,3,3,2.88,2.88,2.12,1.62,2.38,2.12,1.5,1.5,2,0,0.75,3.62,NA,
25-1065.00,"Political Science Teachers, Postsecondary",5,5,3.25,3.25,3.25,3.88,3.12,2.38,2,1.25,2.88,2.12,0,0.25,0,0,0,0,0.12,0,0,0,0,0,4.62,NA,
19-3094.00,Political Scientists,4.88,4.88,3.75,3.5,3.75,4,3.38,3.12,2.12,2,2.88,2.25,0,0.5,0,0,0,0,0.38,0,0,0,0,0,4.88,NA,
43-5051.00,Postal Service Clerks,3.75,4,2,1.88,2.88,3,2.88,2.12,2.75,2,2.88,2.75,2.75,2.88,2.12,0.38,0.75,0.75,1,1.25,1.75,2.62,0,0,3.12,NA,
43-5052.00,Postal Service Mail Carriers,3.62,3.5,1.25,1.38,2.75,2.75,2.88,1,2.62,1.88,2.75,2.62,2.88,2.88,2.88,2.25,1.88,1.88,1.12,1.25,2.38,2.75,0.62,1.5,2.38,NA,
43-5053.00,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",3,3,1.75,1.62,2.62,2.5,2.62,1.25,2.62,2,2.62,2,2.5,3,3.25,1.75,2.12,2.38,2,1.25,2.12,3,0.88,0,2.75,NA,
11-9131.00,Postmasters and Mail Superintendents,3.88,4,3,3,3.38,3.25,3.12,2.88,2.5,2.12,2.88,2.38,0.38,1.62,0.88,0,0.88,0.88,0.62,0.88,1.5,0.5,0,0,3.12,NA,
51-9195.05,"Potters, Manufacturing",3,3,2.88,3.5,3.12,3.12,3.12,1.5,2.75,3.75,3,2.12,4,3.75,3.62,2.75,2.88,2.38,2.88,1.5,2.12,2.88,0.5,0.5,2.88,NA,
51-4052.00,"Pourers and Casters, Metal",3.12,3,2.12,2.12,2.88,2.88,2.88,1.38,3.25,2.88,3,2.75,3.12,3,3.12,2.25,2.75,3.12,2,1.5,2,2.62,0.12,1.38,2.5,NA,
51-8012.00,Power Distributors and Dispatchers,4,4,3,2.88,4,4,3.38,2.88,3.5,3,3,2.62,2,2.75,1.5,1.5,1,2.12,1,1.25,1,1.12,0,0.75,3,NA,
51-8013.00,Power Plant Operators,4,4,2.75,2.75,3.62,3.5,3.25,2,3.62,3.12,3.62,3,3,3.12,2.75,2.75,2.62,2.88,1.75,2,2.12,2.75,0.25,1.88,3,NA,
19-4012.01,Precision Agriculture Technicians,4,4,3.12,3,3.75,4,3.75,3.25,3,3.5,3,2.75,2.75,2.88,2.88,2,1.75,1.88,1.75,0.25,1.62,1.75,0,0.62,3.25,NA,
51-5111.00,Prepress Technicians and Workers,3.12,3.12,2.88,3,3.12,3,3,2,2.88,3.25,2.88,2.12,3,2.75,1.25,0.88,1.62,1.38,1.75,0,0,0.5,0,0,2.88,NA,
25-2011.00,"Preschool Teachers, Except Special Education",3.88,3.88,3.25,3.62,3.62,3,2.88,2,2,2.5,3,2.75,2,2,2,0.12,0,0.25,0.25,1,1.75,2.5,0,0.38,3.25,0,
51-6021.00,"Pressers, Textile, Garment, and Related Materials",2,2,1.38,1.25,2.12,2.12,2.12,0.62,2.25,2,2.25,0.62,3.38,3.12,3.12,2,2.62,3,2,1.75,2.25,2.88,0.75,0,1.75,NA,
29-1229.05,Preventive Medicine Physicians,5.38,5.38,4.38,4,5.5,5.12,4.25,3.38,3,3.25,3.12,3,0.25,0.5,0.25,0,0,0,0.75,0,0,0,0,0,4.62,NA,
51-5113.00,Print Binding and Finishing Workers,3.5,3.38,2.5,2.38,3,2.88,3.25,1.75,3.12,3.38,2.88,2.75,3.25,3.25,2.75,2.25,2.5,3.25,2,0.75,2.62,2.62,1,1.75,2.75,NA,
51-5112.00,Printing Press Operators,3.38,3.12,2.62,2.38,3.12,3.12,3.12,2,3,3.12,3.12,2.25,3.12,3.5,3.12,2.38,2.88,2.88,2.12,1.62,2,3,0.12,0.25,3,NA,
33-9021.00,Private Detectives and Investigators,4,4,3.38,3.12,4.12,4,3.38,2.25,3,2.25,3.25,2.62,1.75,2.25,2.12,2.12,0.62,1.75,1,0,0.12,0.62,0,0.75,3.62,NA,
21-1092.00,Probation Officers and Correctional Treatment Specialists,4,4.12,3.12,3.12,4,4,3,1.5,2,2,2.88,2.25,1.62,1.62,1.88,2.12,0.62,2.12,0.5,1.38,1.88,0.62,0,0.5,3.5,NA,
43-3061.00,Procurement Clerks,3.88,4,2.38,2.25,3.12,3.12,3,2.88,2.12,1.25,2.38,2,0.62,0.62,0.5,0,0,0,0.5,0,0,0.5,0,0,3,NA,
27-2012.00,Producers and Directors,4.25,4.62,4.12,4.25,4,4.38,3.75,2.88,3,4,3,3.12,2.12,2.12,1.38,0.75,1.38,1.12,1.75,0,0,1,0,0.75,4.25,NA,
43-5061.00,"Production, Planning, and Expediting Clerks",3.88,3.88,2.75,2.62,3.5,3.5,3.62,2.62,2.75,2.62,3,2.12,1.75,1.88,0.5,0.5,1.25,0.75,0.88,0.5,0.5,0.5,0,0,3,NA,
43-9081.00,Proofreaders and Copy Markers,4,3.75,1.62,1.62,3,3,3,1,2.62,1.5,2.38,1.25,1,1.38,0,0,0,0.12,0.5,0,0,0,0,0,2.75,NA,
11-9141.00,"Property, Real Estate, and Community Association Managers",4.12,4.12,3,2.88,3.5,3.88,3.12,2.88,2,2.75,2.75,2.38,0,0.62,0.38,0,0,0,0.5,0,0,0.12,0,0,3.5,NA,
29-1024.00,Prosthodontists,4,4,3.38,3,4,3.88,3.38,2.5,2.62,4.12,2.88,2.5,4,4.12,2.62,1.88,1.5,2,1.62,0.12,1,2.12,0,0,3.12,NA,
31-1133.00,Psychiatric Aides,3.88,3.75,2.88,2.75,3.88,3.25,3.12,1.88,3,2.12,3.12,2.88,2.62,2.5,2,2.62,1,2.5,1.12,2,2.25,2.5,0,0.5,3,NA,
29-2053.00,Psychiatric Technicians,4,4,3,3,4,3.88,3,1.75,2.5,2.12,3,2.75,2.5,2.5,2,2,0.5,2,0.62,1.62,2.12,2,0,0.75,3.38,NA,
29-1223.00,Psychiatrists,5.12,4.75,3.88,3.62,4.88,4.62,4.12,2.88,2.75,2.5,2.88,2.75,0,2,0,1.75,0,1.5,0,0,0.88,0,0,0,4,NA,
25-1066.00,"Psychology Teachers, Postsecondary",4.88,5,3.5,3.38,3.75,4.12,3.38,3.12,2.12,2,2.5,2,0,0.62,0,0,0,0,0.5,0.12,0,0,0,0,5,NA,
27-3031.00,Public Relations Specialists,4.25,4.25,4,3.88,4.12,4,3,2.12,2,2.5,2.75,2.62,0,1,0,0,0,0,0.5,0,0,0.12,0,0,4,NA,
43-5031.00,Public Safety Telecommunicators,4,4,3,2.88,4,3.88,3.75,2,3.5,2.88,4,3.62,2.12,2.38,1.5,2,0.38,1.88,1.88,0.38,0.5,1.12,0,0,4,NA,
53-7072.00,"Pump Operators, Except Wellhead Pumpers",3.62,3.25,2.12,2,3.25,3,3.12,2.75,3.75,3.25,3.25,2.75,3.12,3.12,3.12,2.75,2.88,3.12,2.12,1.88,2.25,3.12,0,1.25,2.88,NA,
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",4,4,3,3,3.88,4,3.75,3.25,2.25,1.88,3,2.62,0.5,0.75,0,0,0,0,0,0,0,0,0,0,3.38,NA,
11-3061.00,Purchasing Managers,4,4.12,3.88,3.75,3.88,4,3.88,3.62,3,2,3.12,2.62,0,0,0,0,0,0,0.5,0,0,0,0,0,3.75,NA,
19-4099.01,Quality Control Analysts,4,4,2.88,3.12,3.75,4,3.25,3.12,3.25,2.88,3.12,2.5,3,3,2.12,0.75,1.25,1.25,1.5,0.62,1.75,1.62,0,0,3,NA,
11-3051.01,Quality Control Systems Managers,4.25,4.12,3.75,3.12,4.62,4.25,3.75,3.25,3.5,3,3.25,2.88,2.38,2.25,1.5,0.5,0.62,0.88,1.25,0,0.5,0.5,0,0.12,3.62,NA,
29-1124.00,Radiation Therapists,4,4,3,2.62,3.88,3.88,3.88,3,3.12,2.88,3.12,2.88,3.5,3.25,3,2.88,2.25,2.88,1.88,2,1.75,2.25,0,1.62,3.5,NA,
17-2072.01,Radio Frequency Identification Device Specialists,4.12,3.88,3.38,3.12,3.5,4.25,3.75,3.12,2.5,3.12,2.88,2.12,2.5,2.38,0.62,0,0.88,1,1.62,0.12,0,1.25,0,0,3.38,NA,
49-2021.00,"Radio, Cellular, and Tower Equipment Installers and Repairers",3.88,3.75,2.88,2.88,3.5,3.25,3.38,2.38,3,3.62,3,2.38,3.25,3.25,3.12,2.38,2,2.5,2.25,1.38,2.5,3.25,0.88,1.38,3,NA,
29-2034.00,Radiologic Technologists and Technicians,4.12,4.12,2.25,2.12,3.75,3.5,3.25,2,3.25,3,2.88,2.75,3.12,2.75,2.5,2.38,1.75,2.25,2.38,1,1.75,2.62,0.38,1.25,3,NA,
29-1224.00,Radiologists,5,5,3.25,3.12,5,4.62,4.12,3.12,3.38,3.62,3.25,2.88,3,3,2,0.75,1.5,2,1.88,0,1,1.38,0,0,4.12,NA,
49-3043.00,Rail Car Repairers,3,3,2.12,2.12,3.25,3,3,2.12,3.12,3.88,3.12,2.5,3.5,3.75,3.75,2.75,2.38,3.75,2.62,2.25,3,3.5,0.38,2,2.5,NA,
53-4013.00,"Rail Yard Engineers, Dinkey Operators, and Hostlers",3.88,3.75,2.12,2,4.12,3.12,3,2,3.12,3.25,3.25,3,3,2.88,3.75,3.75,3,3.88,2.25,2.5,2.12,3.12,0.12,1.88,3,NA,
53-4022.00,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",3.56,3.44,2.06,2.12,3.44,3,2.88,1.56,3.12,3,3.5,3,3,2.88,3.38,3.5,3.31,3.81,1.94,2.19,2.31,3.25,0.07,2.13,2.63,NA,
53-4031.00,Railroad Conductors and Yardmasters,4,4,2.75,2.75,3.75,3.75,3.75,2.12,3.12,3.38,3.25,2.88,2.88,2.75,2.88,2.62,2.88,3.5,1.75,2,2.38,2.75,0,1.62,3.5,NA,
47-4061.00,Rail-Track Laying and Maintenance Equipment Operators,3.25,3,2.12,2.12,3,3,2.88,1.5,3.12,3.5,3.12,2.88,3,2.88,4,3.25,3.12,3.62,2.38,2.75,2.88,3.25,0.25,1.38,2.38,NA,
19-1031.02,Range Managers,4.12,4.38,3.75,3.62,4.12,4.12,3.38,3.12,2.25,3,2.88,2.12,2,2,2.75,2,1.62,1.5,1.12,0.62,1.62,1.75,0,0.88,3.12,NA,
41-9021.00,Real Estate Brokers,4,4,2.62,2.62,3.5,4,3,2.75,2,1.5,2,2.12,0.12,0.25,0.38,0.12,0,0.12,0.88,0,0,0,0,0,3.25,NA,
41-9022.00,Real Estate Sales Agents,4,4,3.12,2.75,3.5,3.88,3,3,2.62,2.88,2.5,2.5,0.75,1.5,1.5,0.88,0.88,1.25,0.62,0.5,0.38,0.25,0.12,0.88,3.38,NA,
43-4171.00,Receptionists and Information Clerks,3.75,3.88,2.5,2,2.88,2.88,2.75,2,2.5,1.88,2.88,2.62,1.88,2,0.5,0,0,0,0.25,0,0,0,0,0,3.12,NA,
25-1193.00,"Recreation and Fitness Studies Teachers, Postsecondary",4.75,5,3.12,3.12,3.12,3.88,3.62,2.62,2.12,2.12,2.88,2.75,0.38,0.38,0.38,0,0,0,0.12,0,1,0.5,0,0,4.75,NA,
39-9032.00,Recreation Workers,4,4,3.12,3.5,3.12,3.25,3,2,2.25,2.5,3,2.88,2,2,1.88,0.62,0,0.88,0.62,1,2.75,2.12,0.12,0,3.25,NA,
29-1125.00,Recreational Therapists,4.12,4,3.25,3.75,4,4,3.62,2,3,2.75,3,3,3,2.5,2.75,1.88,0.62,1.38,0.75,1.38,2.38,2.38,0.5,0.5,3.5,NA,
49-3092.00,Recreational Vehicle Service Technicians,3.88,3.75,2.5,2.62,3.5,3.25,3.5,1.38,3.12,3.5,3,2.5,3.12,3.62,3.25,2.62,1.88,2.25,2,1.25,2.12,4.25,0.5,1.62,2.88,NA,
53-7062.04,Recycling and Reclamation Workers,2.88,2.88,2.12,1.88,2.5,2.5,2.88,1.38,2.75,2.38,2.75,2.62,3.25,3.12,3.75,2.75,2.88,3.25,2.5,2.88,2.38,2.88,0.38,1.5,2.62,NA,
53-1042.01,Recycling Coordinators,3.75,3.62,2.88,2.5,3,3.25,3.12,2.5,2.38,2.12,2.62,2.38,2.12,2.38,2.75,2,1.25,1.88,1.25,1.12,0.12,0,0,0.75,3.25,NA,
49-9045.00,"Refractory Materials Repairers, Except Brickmasons",3,3,1.88,1.88,2.88,3,3.13,1.63,2.75,3,3.38,2.38,3.38,3.13,3.13,2.25,2.38,3.13,1.88,1.88,2.38,3.38,0.38,1.25,2.75,NA,
53-7081.00,Refuse and Recyclable Material Collectors,2.88,2.88,1.38,1,2.12,2.12,2.5,0,2.12,2.25,2.12,2.25,2.25,2.12,3,2.62,2.38,3,1,1.5,2.25,2.88,0,2,2.75,NA,
29-1141.00,Registered Nurses,4.88,4.75,3.12,3.12,5,4,4,3,3.12,3.12,3.5,3.12,3.62,3.12,3,2.12,0.75,2,1.75,1.88,2.88,3,0.88,0.12,4,NA,
11-9199.01,Regulatory Affairs Managers,4.12,4,3.5,3.38,4,4,3.5,2.5,2.88,1.88,2.88,2.5,0,1.12,0,0,0,0,0.5,0,0,0,0,0,3.88,NA,
13-1041.07,Regulatory Affairs Specialists,4.88,4.62,3.62,3.25,4,4.12,3.88,3,2.88,2,2.75,2.12,0,1.62,0,0,0,0,0.38,0,0,0,0,0,3.88,NA,
21-1015.00,Rehabilitation Counselors,4.12,4.12,3.38,3.38,4.12,4,3.12,2.12,2.12,1.88,2.38,2.62,0.38,1.25,0.12,0.88,0,0.5,0.12,0.25,0.75,0.75,0,0,3.88,NA,
47-2171.00,Reinforcing Iron and Rebar Workers,2.88,2.88,2.12,2,2.75,2.75,2.75,1.62,2.5,3.12,2.75,2.25,3.12,3.12,3.38,3,2.62,3.12,2.38,2.5,3.25,3.62,1,1.5,1.88,NA,
19-2099.01,Remote Sensing Scientists and Technologists,4.75,4.75,3.88,3.88,4.12,4.62,4.12,4.25,3,3.25,3,2.38,1.88,1.88,0,0,0.25,0.5,0.5,0,0,0.12,0,0,3.62,NA,
19-4099.03,Remote Sensing Technicians,4.5,4.5,3.75,3.38,3.75,3.88,3.88,4.12,3,3.62,3.38,2.75,2.38,2.88,2,1.62,1.25,1,1,0,0,0,0,0,3,NA,
43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks,3.62,4,2.88,2.75,3,3.12,3,2,2.25,2,2.88,2.75,2.12,2.5,2,0.38,1.38,1.38,0.5,0.12,1.38,1,0,0,4,NA,
39-9041.00,Residential Advisors,4,4,3,3,3.62,3.25,2.88,2,2,2.12,2.75,2.12,1,1.75,1.38,0.88,0.38,0.88,0.25,0.62,1.25,1.12,0,0.5,3.38,NA,
29-1126.00,Respiratory Therapists,4,4,2.75,3,4,3.75,3.75,2.88,3.12,2.5,2.88,2.88,3.12,3.12,2.88,2.38,2.38,2.25,2.12,2,2,2.38,0,0.75,3.25,NA,
33-9099.02,Retail Loss Prevention Specialists,3.62,3.62,2.75,2.75,3.62,3.12,3,2.12,2.75,2.62,3.5,2.25,1.88,2.25,2,2.12,1.25,2.38,0.62,1.75,1.62,1.25,0,1.62,3,NA,
41-2031.00,Retail Salespersons,3.62,3.88,2.88,2.62,3.25,3,2.88,2.25,2.12,2.12,2.62,2.5,2,2.25,1.75,0,0.38,0.5,0.38,0.5,1.75,1.62,0,0,3.12,NA,
49-9096.00,Riggers,3.12,3.75,2.12,2.25,3.25,3,3.12,0.75,3,3.88,3,2.62,3,3,3.38,2.75,2.5,3.12,2.12,1.75,2.88,3.12,0.12,1.62,2.88,NA,
17-2199.08,Robotics Engineers,4.88,4.62,4.12,4.62,4.5,4.75,4.5,4.75,3.75,4.62,3.12,2.88,3,3.62,2.38,1.38,2.62,3,1.88,0.5,0,1.88,0,0.5,3,NA,
17-3024.01,Robotics Technicians,4,4,3.12,3.25,4,4.12,4,3,3.25,3.88,3.25,2.75,3.88,4.12,2.88,2.62,2.75,3,2.5,1.62,1.88,2.38,0.25,1.88,3.12,NA,
47-5051.00,"Rock Splitters, Quarry",3,2.88,1.5,1.88,2.75,2.75,2.88,1.25,2.5,2.88,2.75,2.62,3.38,3.12,3.38,2.75,2.88,3.38,1.75,2.75,3.38,3.62,0.25,0.75,2.5,NA,
51-4023.00,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",3.38,3.38,2.25,2.12,3.12,3,3,2.12,3.38,3,3.38,2.5,3.12,3.12,3.75,3.25,3.62,3.88,2.88,2.75,2.75,2.75,0.25,1.62,2.75,NA,
47-5043.00,"Roof Bolters, Mining",3.38,3,2.12,2.12,3.38,3,3.25,1.25,2.5,3,3.25,2.88,3.12,3.12,3.88,3.38,3.12,3.88,2.75,2.5,3.12,4,1.12,2.5,3,NA,
47-2181.00,Roofers,3.75,3,2.12,2.25,2.88,3.12,3,1.5,2.88,3,3,2.62,3.12,3.12,3.25,2.38,2.75,3.12,2.12,2.12,3.25,3.75,1.12,1.12,2.62,NA,
47-5012.00,"Rotary Drill Operators, Oil and Gas",3.75,3.63,2.75,2.63,3.5,3.38,3.75,2,3,3.13,4,3,3,3.13,3.5,2.88,3.25,3.13,1.38,1.75,2.13,2.88,0,1.5,2.63,NA,
47-5071.00,"Roustabouts, Oil and Gas",3,2.88,1.88,2.12,2.88,2.62,2.88,1.12,3,3,3,2.38,3.12,3,3.25,2.75,2.5,2.88,1.88,1.88,3,3.62,0.62,2.12,2.38,NA,
53-5011.00,Sailors and Marine Oilers,3.88,3.25,2.25,2.25,3.5,3,3.12,2.12,3.25,3.25,3.12,3.12,3.12,3.12,3.75,2.88,3,3.25,2.62,2.25,2.88,3.38,0.25,2.88,3,NA,
41-9031.00,Sales Engineers,4.88,5,4,3.75,4,4,4,3.62,2.88,3.12,2.88,2.62,1.38,2,0.5,0,0,0,0.62,0,0,0,0,0,4.12,NA,
11-2022.00,Sales Managers,4.5,4.12,3.75,3.88,3.88,4.38,3.38,3.75,2.38,2.5,2.62,2.38,0.5,1.25,0.62,0.5,0.12,0.12,0.5,0.12,0,0,0,0.25,4.12,NA,
41-4012.00,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",4,4.12,3.12,3,3.25,3.25,3.12,2.38,2.12,2.25,2.38,2.12,1.75,2,2,1,0.62,0.75,0.62,0.25,0.75,0.75,0.12,0.5,3.88,NA,
41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",4.5,4.62,3.62,3.62,3.62,3.88,3.25,2.75,2.12,2.25,2.25,2.12,0,2,1.88,0,0,0,0,0,0,0,0,0,4.12,NA,
51-7041.00,"Sawing Machine Setters, Operators, and Tenders, Wood",3,2.88,1.75,1.75,2.88,2.75,2.88,1.75,2.88,3.12,3.12,1.88,3.12,3.12,3.12,2.5,2.75,3.25,2,2,3,2.75,0.38,0.75,2.5,NA,
19-3034.00,School Psychologists,4.88,4.75,3.38,3.5,4.25,4.12,3.5,3.12,2.88,2.25,2.88,2.88,0,1.75,0,0,0,0,0.5,0,0,0,0,0,4,NA,
13-1161.01,Search Marketing Strategists,4,4.12,3.88,3.88,3.88,3.88,3.5,2.88,2.62,2.12,3,2.62,0.5,1.25,0,0,0,0,0.25,0,0,0,0,0,3.75,NA,
25-2031.00,"Secondary School Teachers, Except Special and Career/Technical Education",4.12,4.75,3.38,3.75,4,4.12,3.12,3,2.75,2.88,3,2.75,0.5,1.62,0.12,0.12,0,0,0.5,0,0.25,0,0,0.12,4.12,NA,
43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",4,4,2,2,3,2.88,3.12,1.75,2,2,2.88,2.75,1.25,1.62,0,0,0,0,2,0,0,0,0,0,3.25,NA,
41-3031.00,"Securities, Commodities, and Financial Services Sales Agents",3.88,4.12,3.75,3,3.75,4.25,3.38,3.38,3.12,2.25,2.62,2.75,0.12,0,0.12,0.12,0,0.25,1.62,0,0,0.12,0,0.12,3.5,NA,
49-2098.00,Security and Fire Alarm Systems Installers,3.75,3.62,2.62,2.75,3.25,3.12,3,1.88,2.88,3.38,2.75,2.75,3.12,3.25,3,2.12,1.38,1.88,1.5,0.75,2,3.12,0.25,1.38,3,NA,
33-9032.00,Security Guards,3.62,3.5,2.12,2.12,3.75,3,3.12,1.12,3,2.25,3.88,2.38,2.12,1.88,2.12,2,1.62,2,1.12,1,2.38,2.12,0,1.75,3,NA,
47-4091.00,Segmental Pavers,3.5,3.12,2.62,2.75,2.88,3,3.12,2,2.5,3.12,3.25,2.88,3.12,2.75,3.25,2.75,2.25,3,1.75,2.12,2.38,2,0,1.25,3,NA,
25-3021.00,Self-Enrichment Teachers,4,4,3.12,3.25,3.12,3.12,3.12,1.88,2,2.25,2.38,2,1.75,1.88,1.25,0.5,0.25,0.25,0.62,0,1,1.5,0,0,3.75,NA,
